Year,State, Population , Total Homicides , Total Checks , Background Check Rate , Homicide Rate ,F-Homicide Rate,Firearm Death Rate,,,,,,,,, -   , 300 ,,0
2007,Georgia," 9,544,750.00 ", 731.00 ," 270,468.00 "," 2,834 ", 7.66 , 5.84 , 12.95 ,,,,,,,,,,,,
2007,Kentucky," 4,241,474.00 ", 218.00 ," 257,914.56 "," 6,081 ", 5.14 , 3.49 , 14.00 ,,,,,,,,,,,,
2007,Minnesota," 5,197,621.00 ", 116.00 ," 248,086.00 "," 4,773 ", 2.23 , 1.21 , 6.31 ,,,,,,,,,,,,
2007,Alabama," 4,627,851.00 ", 392.00 ," 245,355.00 "," 5,302 ", 8.47 , 8.17 , 17.46 ,,,,,,,,,,,,
2007,Tennessee," 6,156,719.00 ", 405.00 ," 241,741.00 "," 3,926 ", 6.58 , 5.44 , 14.81 ,,,,,,,,,,,,
2007,Virginia," 7,712,091.00 ", 415.00 ," 241,538.00 "," 3,132 ", 5.38 , 3.99 , 10.48 ,,,,,,,,,,,,
2007,Colorado," 4,861,515.00 ", 155.00 ," 221,737.00 "," 4,561 ", 3.19 , 1.73 , 9.87 ,,,,,,,,,,,,
2007,New York," 19,297,729.00 ", 804.00 ," 212,174.00 "," 1,099 ", 4.17 , 2.69 , 5.00 ,,,,,,,,,,,,
2007,Louisiana," 4,293,204.00 ", 631.00 ," 208,201.00 "," 4,850 ", 14.70 , 11.23 , 19.64 ,,,,,,,,,,,,
2007,Arizona," 6,338,755.00 ", 549.00 ," 192,071.00 "," 3,030 ", 8.66 , 5.57 , 14.89 ,,,,,,,,,,,,
2007,Oklahoma," 3,617,316.00 ", 223.00 ," 189,081.00 "," 5,227 ", 6.16 , 4.17 , 12.88 ,,,,,,,,,,,,
2007,Indiana," 6,345,289.00 ", 354.00 ," 186,864.00 "," 2,945 ", 5.58 , 3.81 , 10.18 ,,,,,,,,,,,,
2007,Wisconsin," 5,601,640.00 ", 184.00 ," 180,607.00 "," 3,224 ", 3.28 , 2.36 , 8.39 ,,,,,,,,,,,,
2007,Mississippi," 2,918,785.00 ", 204.00 ," 175,298.00 "," 6,006 ", 6.99 , 7.50 , 17.54 ,,,,,,,,,,,,
2007,Arkansas," 2,834,797.00 ", 201.00 ," 169,824.00 "," 5,991 ", 7.09 , 5.36 , 14.46 ,,,,,,,,,,,,
2007,Massachusetts," 6,449,755.00 ", 188.00 ," 165,446.00 "," 2,565 ", 2.91 , 1.64 , 3.27 ,,,,,,,,,,,,
2007,Oregon," 3,747,455.00 ", 74.00 ," 162,629.00 "," 4,340 ", 1.97 , 0.93 , 9.66 ,,,,,,,,,,,,
2007,South Carolina," 4,407,709.00 ", 364.00 ," 150,133.00 "," 3,406 ", 8.26 , 5.65 , 12.71 ,,,,,,,,,,,,
2007,West Virginia," 1,812,035.00 ", 66.00 ," 132,396.00 "," 7,306 ", 3.64 , 2.26 , 13.58 ,,,,,,,,,,,,
2007,Utah," 2,645,330.00 ", 59.00 ," 127,051.00 "," 4,803 ", 2.23 , 1.21 , 9.11 ,,,,,,,,,,,,
2007,Connecticut," 3,502,309.00 ", 113.00 ," 116,112.00 "," 3,315 ", 3.23 , 1.77 , 4.00 ,,,,,,,,,,,,
2007,Kansas," 2,775,997.00 ", 109.00 ," 111,502.00 "," 4,017 ", 3.93 , 2.20 , 9.87 ,,,,,,,,,,,,
2007,Iowa," 2,988,046.00 ", 40.00 ," 98,888.00 "," 3,309 ", 1.34 , -   , 4.45 ,,,,,,,,,,,,
2007,Idaho," 1,499,402.00 ", 49.00 ," 93,897.00 "," 6,262 ", 3.27 , 1.73 , 11.54 ,,,,,,,,,,,,
2007,New Mexico," 1,969,915.00 ", 186.00 ," 93,304.00 "," 4,736 ", 9.44 , 3.50 , 13.10 ,,,,,,,,,,,,
2007,Montana," 957,861.00 ", 23.00 ," 90,355.00 "," 9,433 ", 2.40 , -   , 12.53 ,,,,,,,,,,,,
2007,Maryland," 5,618,344.00 ", 554.00 ," 80,249.00 "," 1,428 ", 9.86 , 7.53 , 11.89 ,,,,,,,,,,,,
2007,Nevada," 2,565,382.00 ", 193.00 ," 70,276.00 "," 2,739 ", 7.52 , 4.91 , 15.44 ,,,,,,,,,,,,
2007,New Hampshire," 1,315,828.00 ", 12.00 ," 65,110.00 "," 4,948 ", 0.91 , -   , 5.40 ,,,,,,,,,,,,
2007,South Dakota," 796,214.00 ", 31.00 ," 54,013.00 "," 6,784 ", 3.89 , -   , 5.40 ,,,,,,,,,,,,
2007,Nebraska," 1,774,571.00 ", 70.00 ," 52,042.00 "," 2,933 ", 3.94 , 2.37 , 7.33 ,,,,,,,,,,,,
2007,Maine," 1,317,207.00 ", 20.00 ," 51,279.00 "," 3,893 ", 1.52 , -   , 6.83 ,,,,,,,,,,,,
2007,Alaska," 683,478.00 ", 44.00 ," 49,604.00 "," 7,258 ", 6.44 , 3.22 , 15.95 ,,,,,,,,,,,,
2007,Wyoming," 522,830.00 ", 21.00 ," 42,770.00 "," 8,180 ", 4.02 , -   , 11.09 ,,,,,,,,,,,,
2007,North Dakota," 639,715.00 ", 14.00 ," 42,311.00 "," 6,614 ", 2.19 , -   , 7.66 ,,,,,,,,,,,,
2007,New Jersey," 8,685,920.00 ", 381.00 ," 36,412.00 ", 419 , 4.39 , 3.18 , 5.08 ,,,,,,,,,,,,
2007,Vermont," 621,254.00 ", 13.00 ," 19,951.00 "," 3,211 ", 2.09 , -   , 5.96 ,,,,,,,,,,,,
2007,Delaware," 864,764.00 ", 39.00 ," 15,912.00 "," 1,840 ", 4.51 , 3.35 , 8.67 ,,,,,,,,,,,,
2007,Rhode Island," 1,057,832.00 ", 19.00 ," 10,222.00 ", 966 , 1.80 , 1.23 , 2.74 ,,,,,,,,,,,,
2007,Hawaii," 1,283,388.00 ", 24.00 ," 6,521.00 ", 508 , 1.87 , -   , 2.03 ,,,,,,,,,,,,
2008,Texas," 24,304,290.00 "," 1,370.00 "," 944,568.00 "," 3,886 ", 5.64 , 4.14 , 10.64 ,,,,,,,,,,,,
2008,California," 36,580,371.00 "," 2,142.00 "," 780,398.00 "," 2,133 ", 5.86 , 4.29 , 8.61 ,,,,,,,,,,,,
2008,Illinois," 12,842,954.00 ", 790.00 ," 615,941.00 "," 4,796 ", 6.15 , 4.80 , 8.38 ,,,,,,,,,,,,
2008,Pennsylvania," 12,566,368.00 ", 707.00 ," 598,544.00 "," 4,763 ", 5.63 , 4.14 , 10.59 ,,,,,,,,,,,,
2008,Florida," 18,423,878.00 "," 1,169.00 "," 503,672.00 "," 2,734 ", 6.35 , 4.81 , 12.61 ,,,,,,,,,,,,
2008,Georgia," 9,697,838.00 ", 650.00 ," 367,374.00 "," 3,788 ", 6.70 , 5.31 , 12.04 ,,,,,,,,,,,,
2008,Michigan," 10,002,486.00 ", 554.00 ," 357,335.00 "," 3,572 ", 5.54 , 4.89 , 10.59 ,,,,,,,,,,,,
2008,Ohio," 11,528,072.00 ", 551.00 ," 350,014.00 "," 3,036 ", 4.78 , 3.49 , 9.51 ,,,,,,,,,,,,
2008,North Carolina," 9,247,134.00 ", 605.00 ," 347,473.00 "," 3,758 ", 6.54 , 5.01 , 12.37 ,,,,,,,,,,,,
2008,Missouri," 5,956,335.00 ", 456.00 ," 321,487.00 "," 5,397 ", 7.66 , 6.04 , 13.35 ,,,,,,,,,,,,
2008,Washington," 6,566,073.00 ", 193.00 ," 316,589.00 "," 4,822 ", 2.94 , 1.80 , 8.48 ,,,,,,,,,,,,
2008,Alabama," 4,677,464.00 ", 357.00 ," 299,432.00 "," 6,402 ", 7.63 , 7.46 , 17.42 ,,,,,,,,,,,,
2008,Kentucky," 4,287,931.00 ", 202.00 ," 291,326.19 "," 6,794 ", 4.71 , 3.73 , 13.27 ,,,,,,,,,,,,
2008,Colorado," 4,935,213.00 ", 156.00 ," 285,521.00 "," 5,785 ", 3.16 , 2.03 , 9.87 ,,,,,,,,,,,,
2008,Tennessee," 6,240,456.00 ", 412.00 ," 282,819.00 "," 4,532 ", 6.60 , 5.38 , 15.66 ,,,,,,,,,,,,
2008,Virginia," 7,795,424.00 ", 370.00 ," 278,974.00 "," 3,579 ", 4.75 , 3.22 , 10.25 ,,,,,,,,,,,,
2008,Minnesota," 5,230,567.00 ", 109.00 ," 277,175.00 "," 5,299 ", 2.08 , 1.11 , 6.63 ,,,,,,,,,,,,
2008,Louisiana," 4,451,513.00 ", 541.00 ," 248,355.00 "," 5,579 ", 12.15 , 9.52 , 17.93 ,,,,,,,,,,,,
2008,New York," 19,467,789.00 ", 836.00 ," 221,920.00 "," 1,140 ", 4.29 , 2.58 , 4.79 ,,,,,,,,,,,,
2008,Oklahoma," 3,644,025.00 ", 212.00 ," 221,612.00 "," 6,082 ", 5.82 , 4.03 , 13.53 ,,,,,,,,,,,,
2008,Indiana," 6,388,309.00 ", 322.00 ," 219,900.00 "," 3,442 ", 5.04 , 3.49 , 10.80 ,,,,,,,,,,,,
2008,Arizona," 6,499,377.00 ", 454.00 ," 208,721.00 "," 3,211 ", 6.99 , 5.08 , 13.57 ,,,,,,,,,,,,
2008,Arkansas," 2,867,764.00 ", 164.00 ," 191,799.00 "," 6,688 ", 5.72 , 5.02 , 15.13 ,,,,,,,,,,,,
2008,Wisconsin," 5,627,610.00 ", 146.00 ," 186,819.00 "," 3,320 ", 2.59 , 1.28 , 7.39 ,,,,,,,,,,,,
2008,South Carolina," 4,503,280.00 ", 307.00 ," 184,941.00 "," 4,107 ", 6.82 , 5.40 , 13.23 ,,,,,,,,,,,,
2008,Utah," 2,727,343.00 ", 40.00 ," 181,592.00 "," 6,658 ", 1.47 , 0.81 , 7.99 ,,,,,,,,,,,,
2008,Mississippi," 2,940,212.00 ", 234.00 ," 181,068.00 "," 6,158 ", 7.96 , 8.33 , 18.47 ,,,,,,,,,,,,
2008,Oregon," 3,782,991.00 ", 85.00 ," 179,887.00 "," 4,755 ", 2.25 , 1.03 , 9.46 ,,,,,,,,,,,,
2008,Connecticut," 3,502,932.00 ", 132.00 ," 155,885.00 "," 4,450 ", 3.77 , 2.48 , 5.60 ,,,,,,,,,,,,
2008,West Virginia," 1,814,873.00 ", 67.00 ," 147,689.00 "," 8,138 ", 3.69 , 1.49 , 12.12 ,,,,,,,,,,,,
2008,Kansas," 2,797,375.00 ", 113.00 ," 126,084.00 "," 4,507 ", 4.04 , 2.57 , 9.19 ,,,,,,,,,,,,
2008,Massachusetts," 6,543,595.00 ", 167.00 ," 119,859.00 "," 1,832 ", 2.55 , 1.48 , 3.19 ,,,,,,,,,,,,
2008,Iowa," 2,993,987.00 ", 77.00 ," 108,330.00 "," 3,618 ", 2.57 , 0.63 , 6.65 ,,,,,,,,,,,,
2008,New Mexico," 1,986,763.00 ", 150.00 ," 106,131.00 "," 5,342 ", 7.55 , 4.33 , 14.14 ,,,,,,,,,,,,
2008,Idaho," 1,527,506.00 ", 23.00 ," 100,457.00 "," 6,577 ", 1.51 , 0.65 , 10.41 ,,,,,,,,,,,,
2008,Montana," 968,035.00 ", 33.00 ," 97,599.00 "," 10,082 ", 3.41 , 1.34 , 14.98 ,,,,,,,,,,,,
2008,Nevada," 2,615,772.00 ", 165.00 ," 95,252.00 "," 3,641 ", 6.31 , 3.63 , 14.76 ,,,,,,,,,,,,
2008,Maryland," 5,658,655.00 ", 493.00 ," 89,583.00 "," 1,583 ", 8.71 , 6.54 , 11.47 ,,,,,,,,,,,,
2008,New Hampshire," 1,321,872.00 ", 14.00 ," 67,293.00 "," 5,091 ", 1.06 , -   , 6.43 ,,,,,,,,,,,,
2008,South Dakota," 804,532.00 ", 37.00 ," 62,489.00 "," 7,767 ", 4.60 , -   , 7.95 ,,,,,,,,,,,,
2008,Alaska," 688,125.00 ", 27.00 ," 61,729.00 "," 8,971 ", 3.92 , -   , 16.86 ,,,,,,,,,,,,
2008,Nebraska," 1,781,949.00 ", 69.00 ," 56,589.00 "," 3,176 ", 3.87 , 2.58 , 7.86 ,,,,,,,,,,,,
2008,Maine," 1,319,691.00 ", 31.00 ," 56,561.00 "," 4,286 ", 2.35 , -   , 7.80 ,,,,,,,,,,,,
2008,Wyoming," 532,981.00 ", 12.00 ," 49,255.00 "," 9,241 ", 2.25 , -   , 16.32 ,,,,,,,,,,,,
2008,North Dakota," 641,421.00 ", 5.00 ," 46,832.00 "," 7,301 ", 0.78 , -   , 8.57 ,,,,,,,,,,,,
2008,New Jersey," 8,663,398.00 ", 376.00 ," 40,525.00 ", 468 , 4.34 , 2.74 , 4.66 ,,,,,,,,,,,,
2008,Vermont," 621,049.00 ", 17.00 ," 21,991.00 "," 3,541 ", 2.74 , -   , 6.60 ,,,,,,,,,,,,
2008,Delaware," 876,211.00 ", 57.00 ," 18,102.00 "," 2,066 ", 6.51 , 5.71 , 10.39 ,,,,,,,,,,,,
2008,Rhode Island," 1,053,502.00 ", 31.00 ," 12,405.00 "," 1,178 ", 2.94 , 1.80 , 3.61 ,,,,,,,,,,,,
2008,Hawaii," 1,287,481.00 ", 26.00 ," 8,569.00 ", 666 , 2.02 , 0.78 , 2.87 ,,,,,,,,,,,,
2009,Texas," 24,782,302.00 "," 1,330.00 "," 1,014,015.00 "," 4,092 ", 5.37 , 4.05 , 10.80 ,,,,,,,,,,,,
2009,California," 36,961,664.00 "," 1,972.00 "," 788,164.00 "," 2,132 ", 5.34 , 3.95 , 8.34 ,,,,,,,,,,,,
2009,Illinois," 12,910,409.00 ", 773.00 ," 752,071.00 "," 5,825 ", 5.99 , 4.81 , 8.11 ,,,,,,,,,,,,
2009,Pennsylvania," 12,604,767.00 ", 664.00 ," 641,696.00 "," 5,091 ", 5.27 , 3.80 , 10.59 ,,,,,,,,,,,,
2009,Florida," 18,537,969.00 "," 1,017.00 "," 556,540.00 "," 3,002 ", 5.49 , 4.34 , 12.44 ,,,,,,,,,,,,
2009,Tennessee," 6,296,254.00 ", 468.00 ," 408,991.00 "," 6,496 ", 7.43 , 5.43 , 15.17 ,,,,,,,,,,,,
2009,Ohio," 11,542,645.00 ", 527.00 ," 395,580.00 "," 3,427 ", 4.57 , 3.17 , 8.50 ,,,,,,,,,,,,
2009,Georgia," 9,829,211.00 ", 566.00 ," 373,237.00 "," 3,797 ", 5.76 , 4.64 , 12.48 ,,,,,,,,,,,,
2009,North Carolina," 9,380,884.00 ", 489.00 ," 368,460.00 "," 3,928 ", 5.21 , 4.33 , 11.73 ,,,,,,,,,,,,
2009,Michigan," 9,969,727.00 ", 623.00 ," 362,172.00 "," 3,633 ", 6.25 , 4.97 , 10.73 ,,,,,,,,,,,,
2009,Missouri," 5,987,580.00 ", 387.00 ," 355,678.00 "," 5,940 ", 6.46 , 5.33 , 13.36 ,,,,,,,,,,,,
2009,Washington," 6,664,195.00 ", 190.00 ," 336,732.00 "," 5,053 ", 2.85 , 1.70 , 9.08 ,,,,,,,,,,,,
2009,Alabama," 4,708,708.00 ", 322.00 ," 317,868.00 "," 6,751 ", 6.84 , 6.73 , 17.48 ,,,,,,,,,,,,
2009,Kentucky," 4,314,113.00 ", 184.00 ," 317,796.97 "," 7,366 ", 4.27 , 2.90 , 12.24 ,,,,,,,,,,,,
2009,Colorado," 5,024,748.00 ", 159.00 ," 313,641.00 "," 6,242 ", 3.16 , 2.15 , 11.18 ,,,,,,,,,,,,
2009,Virginia," 7,882,590.00 ", 370.00 ," 296,463.00 "," 3,761 ", 4.69 , 3.45 , 10.34 ,,,,,,,,,,,,
2009,Minnesota," 5,266,214.00 ", 74.00 ," 285,130.00 "," 5,414 ", 1.41 , 0.68 , 6.02 ,,,,,,,,,,,,
2009,Indiana," 6,423,113.00 ", 312.00 ," 273,803.00 "," 4,263 ", 4.86 , 3.72 , 11.15 ,,,,,,,,,,,,
2009,Utah," 2,784,572.00 ", 39.00 ," 256,136.00 "," 9,198 ", 1.40 , 0.90 , 8.69 ,,,,,,,,,,,,
2009,Louisiana," 4,492,076.00 ", 529.00 ," 247,084.00 "," 5,500 ", 11.78 , 9.88 , 17.59 ,,,,,,,,,,,,
2009,New York," 19,541,453.00 ", 781.00 ," 241,165.00 "," 1,234 ", 4.00 , 2.56 , 4.86 ,,,,,,,,,,,,
2009,Oklahoma," 3,687,050.00 ", 234.00 ," 234,562.00 "," 6,362 ", 6.35 , 4.01 , 13.86 ,,,,,,,,,,,,
2009,Arizona," 6,595,778.00 ", 380.00 ," 215,379.00 "," 3,265 ", 5.76 , 3.46 , 12.63 ,,,,,,,,,,,,
2009,South Carolina," 4,561,242.00 ", 305.00 ," 214,584.00 "," 4,705 ", 6.69 , 5.11 , 13.66 ,,,,,,,,,,,,
2009,Arkansas," 2,889,450.00 ", 179.00 ," 209,842.00 "," 7,262 ", 6.19 , 5.40 , 15.26 ,,,,,,,,,,,,
2009,Connecticut," 3,518,288.00 ", 106.00 ," 202,454.00 "," 5,754 ", 3.01 , 2.19 , 4.63 ,,,,,,,,,,,,
2009,Wisconsin," 5,654,774.00 ", 146.00 ," 196,951.00 "," 3,483 ", 2.58 , 1.82 , 7.92 ,,,,,,,,,,,,
2009,Oregon," 3,825,657.00 ", 88.00 ," 185,043.00 "," 4,837 ", 2.30 , 1.44 , 10.46 ,,,,,,,,,,,,
2009,Mississippi," 2,951,996.00 ", 194.00 ," 167,057.00 "," 5,659 ", 6.57 , 6.67 , 15.79 ,,,,,,,,,,,,
2009,West Virginia," 1,819,777.00 ", 84.00 ," 156,831.00 "," 8,618 ", 4.62 , 2.36 , 12.14 ,,,,,,,,,,,,
2009,Kansas," 2,818,747.00 ", 125.00 ," 142,984.00 "," 5,073 ", 4.43 , 3.12 , 10.22 ,,,,,,,,,,,,
2009,Iowa," 3,007,856.00 ", 38.00 ," 120,233.00 "," 3,997 ", 1.26 , -   , 5.32 ,,,,,,,,,,,,
2009,Nevada," 2,643,085.00 ", 156.00 ," 107,343.00 "," 4,061 ", 5.90 , 3.52 , 14.68 ,,,,,,,,,,,,
2009,New Mexico," 2,009,671.00 ", 198.00 ," 106,854.00 "," 5,317 ", 9.85 , 4.13 , 13.68 ,,,,,,,,,,,,
2009,Montana," 974,989.00 ", 32.00 ," 101,976.00 "," 10,459 ", 3.28 , 1.64 , 15.59 ,,,,,,,,,,,,
2009,Idaho," 1,545,801.00 ", 24.00 ," 99,243.00 "," 6,420 ", 1.55 , -   , 11.39 ,,,,,,,,,,,,
2009,Massachusetts," 6,593,587.00 ", 173.00 ," 98,864.00 "," 1,499 ", 2.62 , 1.59 , 2.94 ,,,,,,,,,,,,
2009,Maryland," 5,699,478.00 ", 440.00 ," 95,191.00 "," 1,670 ", 7.72 , 5.44 , 10.11 ,,,,,,,,,,,,
2009,New Hampshire," 1,324,575.00 ", 11.00 ," 76,102.00 "," 5,745 ", 0.83 , -   , 6.19 ,,,,,,,,,,,,
2009,South Dakota," 812,383.00 ", 30.00 ," 63,748.00 "," 7,847 ", 3.69 , -   , 7.26 ,,,,,,,,,,,,
2009,Maine," 1,318,301.00 ", 26.00 ," 60,955.00 "," 4,624 ", 1.97 , -   , 8.04 ,,,,,,,,,,,,
2009,Alaska," 698,473.00 ", 22.00 ," 60,780.00 "," 8,702 ", 3.15 , 2.15 , 13.03 ,,,,,,,,,,,,
2009,Nebraska," 1,796,619.00 ", 41.00 ," 59,328.00 "," 3,302 ", 2.28 , 1.73 , 6.46 ,,,,,,,,,,,,
2009,New Jersey," 8,707,739.00 ", 319.00 ," 55,533.00 ", 638 , 3.66 , 2.52 , 4.50 ,,,,,,,,,,,,
2009,Wyoming," 544,270.00 ", 11.00 ," 51,395.00 "," 9,443 ", 2.02 , -   , 15.07 ,,,,,,,,,,,,
2009,North Dakota," 646,844.00 ", 12.00 ," 47,962.00 "," 7,415 ", 1.86 , -   , 6.96 ,,,,,,,,,,,,
2009,Vermont," 621,760.00 ", 8.00 ," 23,085.00 "," 3,713 ", 1.29 , -   , 8.52 ,,,,,,,,,,,,
2009,Delaware," 885,122.00 ", 41.00 ," 20,530.00 "," 2,319 ", 4.63 , 4.07 , 7.80 ,,,,,,,,,,,,
2009,Rhode Island," 1,053,209.00 ", 32.00 ," 14,799.00 "," 1,405 ", 3.04 , 1.33 , 5.03 ,,,,,,,,,,,,
2009,Hawaii," 1,295,178.00 ", 23.00 ," 10,511.00 ", 812 , 1.78 , -   , 2.39 ,,,,,,,,,,,,
,,,,," 3,969 ", (0.066), (0.09), 0.49 ,,,,,,,,,,,,
,,,,," 3,862 ", 1.54237 ,, 14.92519 ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,, r , (0.0655),, 0.4863 ,,,,,,,,,,,,
,,,,, r-squared , 0.0043 ,, 0.2365 ,,,,,,,,,,,,
,,,,, n , 550.00 ,, 550.00 ,,,,,,,,,,,,
,,,,, SE , 0.0425 ,, 0.0326 ,,,,,,,,,,,,
,,,,, r/SE , 1.5424 ,, 14.9252 ,,,,,,,,,,,,
